workunit,swathpolygon_link
FL_WestEvergladesNP_topobathymetric_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_WestEvergladesNP_2018_B18/FL_WestEvergladesNP_topobathymetric_2018/spatial_metadata/USGS/USGS_FL_WestEvergladesNP_topobathymetric_2018_Swath_Poly/USGS_FL_WestEvergladesNP_topobathymetric_2018_Swath_Poly.shp
TX_Pecos_Dallas_B2a_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/TX_Pecos_Dallas_2018_D19/TX_Pecos_Dallas_B2a_2018/spatial_metadata/USGS/USGS_TX_Pecos_Dallas_B2a_2018_Swath_Poly.shp
NJ_South_Jersey_FEMA_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NJ_South_Jersey_Lidar_2018_B18_FEMA/NJ_South_Jersey_FEMA_2018/spatial_metadata/USGS/USGS_NJ_South_Jersey_2018_Swath_Poly.shp
WV_FEMAR3_Southcentral_B4_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/WV_FEMAR3_Southcentral_2018_D19/WV_FEMAR3_Southcentral_B4_2018/spatial_metadata/USGS/USGS_Axis_WV_FEMAR3_Southcentral_B4_2018_Swath_Poly.shp
NJ_SouthernNJ_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NJ_South_Jersey_Lidar_2018_B18/NJ_SouthernNJ_2018/spatial_metadata/USGS/USGS_NJ_SouthernNJ_2018_Swath_Poly/USGS_NJ_SouthernNJ_2018_Swath_Poly.shp
TX_Pecos_Dallas_B3_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/TX_Pecos_Dallas_2018_D19/TX_Pecos_Dallas_B3_2018/spatial_metadata/USGS/USGS_TX_Pecos_Dallas_B3_2018_Swath_Poly.shp
FL_Peninsular_FDEM_Dixie_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Dixie_2018/spatial_metadata/USGS/USGS_FL_Peninsular_FDEM_Dixie_2018_Swath_Poly.shp
FL_Peninsular_Hernando_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_2018_D18/FL_Peninsular_Hernando_2019/spatial_metadata/USGS/USGS_FL_Peninsular_Hernado_2018_Swath_Poly.shp
PA_Northcentral_B5_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PA_Northcentral_2019_B19/PA_Northcentral_B5_2019/spatial_metadata/USGS/USGS_PA_Northcentral_B5_2019_Swath_Poly/USGS_PA_Northcentral_B5_2019_Swath_Poly.shp
PA_Northcentral_B2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PA_Northcentral_2019_B19/PA_Northcentral_B2_2019/spatial_metadata/USGS/PA_Northcentral_B2_2019_Swath_Poly.shp
WA_FEMAHQ_B2C_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_FEMAHQ_2018_D18/WA_FEMAHQ_B2C_2018/spatial_metadata/USGS/USGS_WA_FEMAHQ_B2C_2018_swath_poly.shp
LA_CPRA_B1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/LA_CPRA_2019_C20/LA_CPRA_B1_2019/spatial_metadata/USGS/USGS_LA_CPRA_B1_2019_Swath_Poly.shp
NY_FEMAR2_Central_5_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NY_FEMAR2_Central_2018_D19/NY_FEMAR2_Central_5_2018/spatial_metadata/USGS/USGS_NY_FEMAR2_Central_5_2018_Swath_Poly/USGS_NY_FEMAR2_Central_5_2018_Swath_Poly.shp
NY_FEMAR2_Central_3_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NY_FEMAR2_Central_2018_D19/NY_FEMAR2_Central_3_2018/spatial_metadata/USGS/USGS_NY_FEMAR2_Central_3_2018_Swath_Poly.shp
NM_SouthCentral_B10_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NM_SouthCentral_2018_D19/NM_SouthCentral_B10_2018/spatial_metadata/USGS/USGS_NM_SouthCentral_B10_2018_Swath_Poly.shp
NE_SouthernNE_B4A_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NE_SouthernNE_2018_D19/NE_SouthernNE_B4A_2018/spatial_metadata/USGS/Swath_footprints.shp
NY_FEMAR2_Central_4_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NY_FEMAR2_Central_2018_D19/NY_FEMAR2_Central_4_2018/spatial_metadata/USGS/USGS_NY_FEMAR2_Central_4_2018_SWATH_POLY.shp
WA_DNR_3DEP_Processing_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_DNR_3DEP_Processing_2019_D20/WA_DNR_3DEP_Processing_1_2019/spatial_metadata/USGS/USGS_WA_DNR_3DEP_Processing_1_2019_SwathPoly.shp
MI_FEMA_Antrim_Otsego_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MI_FEMA_2019_C19/MI_FEMA_Antrim_Otsego_2019/spatial_metadata/USGS/MI_FEMA_Antrim_Otsego_2019_SWATH_POLY.shp
LA_CPRA_B2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/LA_CPRA_2019_C20/LA_CPRA_B2_2019/spatial_metadata/USGS/USGS_LA_CPRA_B2_2019_Swath_Poly.shp
NM_SouthCentral_Zuni_TL_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/NM_SouthCentral_2018_D19/NM_SouthCentral_Zuni_TL_2018/spatial_metadata/USGS/USGS_NM_SouthCentral_Zuni_TL_2018_Swath_Poly.shp
MI_FEMA_Gogebic_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MI_FEMA_2019_C19/MI_FEMA_Gogebic_2019/spatial_metadata/USGS/USGS_MI_FEMA_Gogebic_2019_Swath_Poly/USGS_MI_FEMA_Gogebic_2019_Swath_Poly.shp
ND_3DEPProcessing_6_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/ND_3DEPProcessing_D22/ND_3DEPProcessing_6_D22/spatial_metadata/USGS/USGS_ND_3DEPProcessing_6_D22_Swath_Poly.shp
MI_FEMA_Houghton_Keweenaw_Ontonagon_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MI_FEMA_2019_C19/MI_FEMA_Houghton_Keweenaw_Ontonagon_2019/spatial_metadata/USGS/USGS_MI_FEMA_Houghton_Keweenaw_Ontonagon_2019_Swath_Polygon/USGS_MI_FEMA_Houghton_Keweenaw_Ontonagon_2019_Swath_Polygon.shp
ND_3DEPProcessing_1_D22,s3://prd-tnm/StagedProducts/Elevation/metadata/ND_3DEPProcessing_D22/ND_3DEPProcessing_1_D22/spatial_metadata/USGS/USGS_ND_3DEPProcessing_1_D22_Swath_Poly/ND_3DEPProcessing_1_D22_flight_index.shp
LA_CPRA_B3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/LA_CPRA_2019_C20/LA_CPRA_B3_2019/spatial_metadata/USGS/USGS_LA_CPRA_B3_2019_swath_poly.shp
MS_MississippiDelta_4_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/MS_Central_Delta_2018_D18/MS_MississippiDelta_4_2018/spatial_metadata/USGS/USGS_MS_MississippiDelta_4_Swathpoly.shp
CA_AlamedaCo_2_2021,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_AlamedaCounty_2021_B21/CA_AlamedaCo_2_2021/spatial_metadata/USGS/USGS_CA_AlamedaCo_2_2021_Swath_Poly.shp
PI_CNMI_topobathymetric_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PI_CNMI_2019_D19/PI_CNMI_topobathymetric_2019/spatial_metadata/USGS/USGS_PI_CNMI_topobathymetric_2019_Swath_Poly.shp
PI_CNMI_hydroflattened_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PI_CNMI_2019_D19/PI_CNMI_hydroflattened_2019/spatial_metadata/USGS/USGS_PI_CNMI_hydroflattened_2019_Swath_Poly.shp
HI_Volcano_B1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/HI_Volcano_2019_D19/HI_Volcano_B1_2019/spatial_metadata/USGS/HI_Volcano_B1_2019_Swath_Poly.shp
PI_CNMI_hydroflattened_ellipsoid_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PI_CNMI_2019_D19/PI_CNMI_hydroflattened_ellipsoid_2019/spatial_metadata/USGS/USGS_PI_CNMI_hydroflattened_ellipsoid_2019_Swath_Poly.shp
PI_CNMI_topobathymetric_ellipsoid_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PI_CNMI_2019_D19/PI_CNMI_topobathymetric_ellipsoid_2019/spatial_metadata/USGS/USGS_PI_CNMI_topobathymetric_ellipsoid_2019_Swath_Poly.shp
CO_NESEColorado_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_NESEColorado_2019_C20/CO_NESEColorado_4_2019/spatial_metadata/USGS/USGS_CO_NESEColorado_4_2019_Swath_Poly/CO_NESEColorado_4_2019_Swath_Poly.shp
AK_GlacierBay_B2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_GlacierBay_2019_B19/AK_GlacierBay_B2_2019/spatial_metadata/USGS/AK_GlacierBay_B2_2019_Swath_Poly/AK_GlacierBay_B2_2019_Swath_Poly.shp
AK_GlacierBay_B3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_GlacierBay_2019_B19/AK_GlacierBay_B3_2019/spatial_metadata/USGS/AK_GlacierBay_B3_2019_Swath_Poly/AK_GlacierBay_B3_2019_Swath_Poly.shp
WY_FEMA_East_B7_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WY_FEMA_East_2019_D19/WY_FEMA_East_B7_2019/spatial_metadata/USGS/WY_FEMA_East_B7_Swath_Poly.shp
CO_NESEColorado_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_NESEColorado_2019_C20/CO_NESEColorado_1_2019/spatial_metadata/USGS/USGS_CO_NESEColorado_1_2019_Swath_Poly/CO_NESEColorado_1_2019_Swath_Poly.shp
CO_NESEColorado_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_NESEColorado_2019_C20/CO_NESEColorado_2_2019/spatial_metadata/USGS/CO_NESEColorado_2_2019_Swath_Poly/CO_NESEColorado_2_2019_Swath_Poly.shp
CO_NESEColorado_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_NESEColorado_2019_C20/CO_NESEColorado_3_2019/spatial_metadata/USGS/USGS_CO_NESEColorado_3_2019_Swath_Poly/CO_NESEColorado_3_2019_Swath_Poly.shp
AZ_Coconino_B1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_Coconino_2019_B19/AZ_Coconino_B1_2019/spatial_metadata/USGS/USGS_AZ_Coconino_B1_2019_Swath_Poly/USGS_AZ_Coconino_B1_2019_Swath_Poly.shp
CO_WestCentral_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CO_WestCentral_2019_A19/CO_WestCentral_2019/spatial_metadata/USGS/USGS_CO_WestCentral_2019_SWATH_POLYGON.shp
CA_MountainPass_B1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_MountainPass_2019_D19/CA_MountainPass_B1_2019/spatial_metadata/USGS/CA_MountainPass_B1_2019_Swath_Poly.shp
TX_DesertMountains_B1_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/TX_DesertMountains_2018_D19/TX_DesertMountains_B1_2018/spatial_metadata/USGS/TX_DesertMountains_B1_2018_Swath_Poly.shp
TX_DesertMountains_B2_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/TX_DesertMountains_2018_D19/TX_DesertMountains_B2_2018/spatial_metadata/USGS/USGS_TX_DesertMountains_B2_2018_Swath_Poly.shp
AK_MatSuBorough_B2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/AK_MatSuBorough_2019_B19/AK_MatSuBorough_B2_2019/spatial_metadata/USGS/USGS_AK_MatSuBorough_2_2019_SwathPoly.shp
ID_SouthernID_4_SA2_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_4_SA2_2018/spatial_metadata/USGS/USGS_ID_SouthernID_4_SA2_2018_Swath_Poly.shp
ID_SouthernID_5_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_5_2018/spatial_metadata/USGS/USGS_ID_SouthernID_5_2018_SwathPolygon.shp
ID_SouthernID_9_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_9_2018/spatial_metadata/USGS/USGS_ID_SouthernID_9_2018_SWATH_POLY.shp
ID_SouthernID_17_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_17_2018/spatial_metadata/USGS/USGS_ID_SouthernID_17_2018_SwathPoly/USGS_ID_SouthernID_17_2018_SwathPoly.shp
AZ_GrandCanyonNP_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_GrandCanyonNP_2019_B19/AZ_GrandCanyonNP_1_2019/spatial_metadata/USGS/USGS_AZ_GrandCanyonNP_1_2019_Swath_Poly/USGS_AZ_GrandCanyonNP_1_2019_Swath_Poly.shp
ID_SouthernID_15_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_15_2018/spatial_metadata/USGS/USGS_ID_SouthernID_15_2018_Swath_Poly.shp
ID_SouthernID_2_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_2_2018/spatial_metadata/USGS/USGS_ID_SouthernID_2_2018_Swath_Poly/USGS_ID_SouthernID_2_2018_Swath_Poly.shp
ID_SouthernID_3_SA2_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_3_SA2_2018/spatial_metadata/USGS/USGS_ID_SouthernID_SA2_2018_SwathPoly.shp
AZ_GrandCanyonNP_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/AZ_GrandCanyonNP_2019_B19/AZ_GrandCanyonNP_2_2019/spatial_metadata/USGS/USGS_AZ_GrandCanyonNP_2_2019_Swath_Poly/USGS_AZ_GrandCanyonNP_2_2019_Swath_Poly.shp
ID_SouthernID_6_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_6_2018/spatial_metadata/USGS/USGS_ID_SouthernID_6_2018_Swath_Poly.shp
ID_SouthernID_12_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_12_2018/spatial_metadata/USGS/USGS_ID_SouthernID_12_2018_Swath_Poly.shp
WA_EasternCascades_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_EasternCascades_2019_B19/WA_EasternCascades_4_2019/spatial_metadata/USGS/USGS_WA_EasternCascades_4_2019_Swath_Poly/USGS_WA_EasternCascades_4_2019_SwathPoly.shp
ID_SouthernID_20_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_20_2018/spatial_metadata/USGS/USGS_ID_SouthernID_20_2018_SWATH_POLYGON.shp
WA_EasternCascades_6_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_EasternCascades_2019_B19/WA_EasternCascades_6_2019/spatial_metadata/USGS/USGS_WA_EasternCascades_6_2019_Swath_Poly/USGS_WA_EasternCascades_6_2019_Swath_Poly.shp
LA_Catahoula_Concordia_3_2017,s3://prd-tnm/StagedProducts/Elevation/metadata/LA_Catahoula_Concordia_2017_D17/LA_Catahoula_Concordia_3_2017/spatial_metadata/USGS/USGS_LA_Catahoula_Concordia_3_2017_Swath_Poly/USGS_LA_Catahoula_Concordia_3_2017_Swath_Poly.shp
CA_CarrHirzDeltaFires_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_CarrHirzDeltaFires_2019_B19/CA_CarrHirzDeltaFires_1_2019/spatial_metadata/USGS/USGS_CA_CarrHirzDeltaFires_1_2019_Swath_Poly_Updated.shp
CA_YosemiteNP_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_YosemiteNP_2019_D19/CA_YosemiteNP_2019/spatial_metadata/USGS/USGS_CA_YosemiteNP_2019_Swath_Poly.shp
ID_SouthernID_24_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_24_2018/spatial_metadata/USGS/USGS_ID_SouthernID_24_2018_Swath_Poly.shp
OR_NRCSUSGS_5_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_NRCSUSGS_2019_D19/OR_NRCSUSGS_5_2019/spatial_metadata/USGS/USGS_OR_NRCSUSGS_5_2019_Swath_Poly.shp
OR_NRCSUSGS_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_NRCSUSGS_2019_D19/OR_NRCSUSGS_1_2019/spatial_metadata/USGS/USGS_OR_NRCSUSGS_1_2019_Swath_Poly.shp
CA_CarrHirzDeltaFires_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_CarrHirzDeltaFires_2019_B19/CA_CarrHirzDeltaFires_2_2019/spatial_metadata/USGS/USGS_CA_CarrHirzDeltaFires_2_2019_Swath_Poly/USGS_CA_CarrHirzDeltaFires_2_2019_Swath_Poly.shp
UT_KaneCo_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/UT_StatewideKane_2020_A20/UT_KaneCo_2019/spatial_metadata/USGS/USGS_UT_KaneCo_2019_Swath_Poly.shp
WA_EasternCascades_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_EasternCascades_2019_B19/WA_EasternCascades_2_2019/spatial_metadata/USGS/USGS_WA_EasternCascades_2_Swath_Poly/USGS_WA_EasternCascades_2_Swath_Poly.shp
ID_SouthernID_11_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_11_2018/spatial_metadata/USGS/USGS_IS_SouthernID_11_2018_Swath_Poly/USGS_ID_SouthernID_11_2018_Swath_Poly.shp
MT_RavalliGraniteCusterPowder_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_RavalliGraniteCusterPowder_2019_B19/MT_RavalliGraniteCusterPowder_3_2019/spatial_metadata/USGS/USGS_MT_RavalliGraniteCusterPowder_3_2019_Swath_Poly/USGS_MT_RavalliGraniteCusterPowder_3_2019_Swath_Poly.shp
CA_UpperSouthAmerican_Eldorado_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/CA_UpperSouthAmerican_Eldorado_2019_B19/CA_UpperSouthAmerican_Eldorado_2019/spatial_metadata/USGS/USGS_CA_UpperSouthAmerican_Eldorado_2019_Swath_Poly.shp
MD_PotomacRiver_Bathy_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MD_PotomacRiverTopoBathy_2019_D19/MD_PotomacRiver_Bathy_2019/spatial_metadata/USGS/MD_PotomacRiver_Bathy_2019_Swath_Poly.shp
WA_ColumbiaValley_3_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_ColumbiaValley_2018_D19/WA_ColumbiaValley_3_2018/spatial_metadata/USGS/USGS_WA_ColumbiaValley_3_2018_SwathPoly.shp
WA_ColumbiaValley_2_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_ColumbiaValley_2018_D19/WA_ColumbiaValley_2_2018/spatial_metadata/USGS/USGS_WA_ColumbiaValley_2_2018_Swath_Poly.shp
WI_Ashland_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_AshlandIronFlorence_2019_D19/WI_Ashland_1_2019/spatial_metadata/USGS/USGS_WI_Ashland_1_2019_Swath_Poly/USGS_WI_Ashland_1_2019_Swath_Poly.shp
MT_RavalliGraniteCusterPowderRiver_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/MT_RavalliGraniteCusterPowder_2019_B19/MT_RavalliGraniteCusterPowder_2_2019/spatial_metadata/USGS/USGS_MT_RavalliGraniteCusterPowder_2_2019_Swath_Poly/USGS_MT_RavalliGraniteCusterPowder_2_2019_Swath_Poly.shp
WA_EasternCascades_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_EasternCascades_2019_B19/WA_EasternCascades_3_2019/spatial_metadata/USGS/USGS_WA_EasternCascades_3_2019_Swath_Poly.shp
WI_Iron_5_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_AshlandIronFlorence_2019_D19/WI_Iron_5_2019/spatial_metadata/USGS/USGS_WI_Iron_5_2019_Swath_Poly.shp
WI_Iron_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_AshlandIronFlorence_2019_D19/WI_Iron_2_2019/spatial_metadata/USGS/USGS_WI_Iron_2_2019_Swath_Polygon/USGS_WI_Iron_2_2019_Swath_Polygon.shp
OR_NRCSUSGS_4_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_NRCSUSGS_2019_D19/OR_NRCSUSGS_4_2019/spatial_metadata/USGS/USGS_OR_NRCSUSGS_4_2019_Swath_Poly.shp
WI_Florence_6_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WI_AshlandIronFlorence_2019_D19/WI_Florence_6_2019/spatial_metadata/USGS/USGS_WI_Florence_6_2019_Swath_Poly.shp
ID_SouthernID_14_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_14_2018/spatial_metadata/USGS/USGS_ID_SouthernID_14_2018_Swath_Poly/USGS_ID_SouthernID_14_2018_Swath_Poly.shp
WA_ColumbiaValley_4_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_ColumbiaValley_2018_D19/WA_ColumbiaValley_4_2018/spatial_metadata/USGS/USGS_WA_ColumbiaValley_4_2018_Swath_Poly.shp
OR_NRCSUSGS_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_NRCSUSGS_2019_D19/OR_NRCSUSGS_3_2019/spatial_metadata/USGS/USGS_OR_NRCSUSGS_3_2019_Swath_Poly.shp
WA_EasternCascades_5_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_EasternCascades_2019_B19/WA_EasternCascades_5_2019/spatial_metadata/USGS/USGS_WA_EasternCascades_5_2019_Swath_Poly/USGS_WA_EasternCascades_5_2019_Swath_Poly.shp
WA_ColumbiaValley_1_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/WA_ColumbiaValley_2018_D19/WA_ColumbiaValley_1_2018/spatial_metadata/USGS/USGS_WA_ColumbiaValley_1_2018_SwathPolygon.shp
OH_Statewide_Phase1_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase1_2019_B19/OH_Statewide_Phase1_2_2019/spatial_metadata/USGS/USGS_OH_Statewide_Phase1_2_2019_Swath_Poly/USGS_OH_Statewide_Phase1_2_2019_Swath_Poly.shp
OH_Statewide_Phase1_5_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase1_2019_B19/OH_Statewide_Phase1_5_2019/spatial_metadata/USGS/USGS_OH_Statewide_Phase1_5_2019_Swath_Poly.shp
OR_NRCSUSGS_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_NRCSUSGS_2019_D19/OR_NRCSUSGS_2_2019/spatial_metadata/USGS/USGS_OR_NRCSUSGS_2_2019_Swath_Poly.shp
ID_SouthernID_19_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_19_2018/spatial_metadata/USGS/USGS_ID_SouthernID_19_2018_Swath_Poly/USGS_ID_SouthernID_19_2018_Swath_Poly.shp
ID_SouthernID_10_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_10_2018/spatial_metadata/USGS/USGS_ID_SouthernID_10_2018_Swath_Poly.shp
OR_UpperJohnDay_1_2020,s3://prd-tnm/StagedProducts/Elevation/metadata/OR_UpperJohnDay_2020_A20/OR_UpperJohnDay_1_2020/spatial_metadata/USGS/USGS_OR_UpperJohnDay_1_2020_SWATH_POLY.shp
OH_Statewide_Phase1_3_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase1_2019_B19/OH_Statewide_Phase1_3_2019/spatial_metadata/USGS/USGS_OH_Statewide_Phase1_3_2019_SwathPoly.shp
OH_Statewide_Phase1_8_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase1_2019_B19/OH_Statewide_Phase1_8_2019/spatial_metadata/USGS/USGS_OH_Statewide_Phase1_8_2019_Swath_Poly.shp
ID_NorthernID_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_NorthernID_2019_D19/ID_NorthernID_2_2019/spatial_metadata/USGS/USGS_ID_NorthernID_2_2019_Swath_Poly/USGS_ID_NorthernID_2_2019_Swath_Poly.shp
OH_Statewide_Phase1_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/OH_Statewide_Phase1_2019_B19/OH_Statewide_Phase1_1_2019/spatial_metadata/USGS/USGS_OH_Statewide_Phase1_1_2019_Swath_Poly/OH_Statewide_Phase1_1_2019_Swath_Poly.shp
ID_SouthernID_1_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_1_2018/spatial_metadata/USGS/USGS_ID_SouthernID_1_2018_Swath_Poly/USGS_ID_SouthernID_1_2018_Swath_Poly.shp
NH_Coastal_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/NH_Coastal_2019_B19/NH_Coastal_2_2019/spatial_metadata/USGS/USGS_NH_Coastal_2_2019_SWATH_POLY.shp
PA_WesternPA_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PA_WesternPA_2019_D20/PA_WesternPA_1_2019/spatial_metadata/USGS/USGS_PA_WesternPA_1_2019_Swath_Poly/USGS_PA_WesternPA_1_2019_Swath_Poly.shp
ID_SouthernID_16_SA2_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/ID_SouthernID_2018_D19/ID_SouthernID_16_SA2_2018/spatial_metadata/USGS/USGS_ID_SouthernID_16_SA2_2018_Swath_Poly/USGS_ID_SouthernID_16_SA2_2018_Swath_Poly.shp
IL_8County_PlusChampaign_B1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_8County_PlusChampaign_2019_B19/IL_8County_PlusChampaign_B1_2019/spatial_metadata/USGS/USGS_IL_8County_PlusChampaign_B1_2019_SWATH_POLY.shp
IL_8County_PlusChampaign_B2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/IL_8County_PlusChampaign_2019_B19/IL_8County_PlusChampaign_B2_2019/spatial_metadata/USGS/USGS_IL_8County_PlusChampaign_B2_2019_SWATH_POLY.shp
NH_Coastal_1_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/NH_Coastal_2019_B19/NH_Coastal_1_2019/spatial_metadata/USGS/USGS_NH_Coastal_1_2019_Swath_Poly.shp
FL_Peninsular_FDEM_Taylor_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Taylor_2018/spatial_metadata/USGS/USGS_FL_Peninsular_FDEM_Taylor_2018_Swath_Poly.shp
PA_WesternPA_2_2019,s3://prd-tnm/StagedProducts/Elevation/metadata/PA_WesternPA_2019_D20/PA_WesternPA_2_2019/spatial_metadata/USGS/USGS_PA_WesternPA_2_2019_Swath_Poly.shp
FL_Peninsular_FDEM_Columbia_2018,s3://prd-tnm/StagedProducts/Elevation/metadata/FL_Peninsular_FDEM_2018_D19_DRRA/FL_Peninsular_FDEM_Columbia_2018/spatial_metadata/USGS/USGS_FL_Peninsular_FDEM_Columbia_Swath_Poly.shp
